file order;h;V;C;x;y;Y;X_C;Y_C;Z_C;X_D65;Y_D65;Z_D65;R;G;B;dR;dG;dB
1506;7.5P;5;16;0,306;0,183;19,77;0,3306;0,1977;0,552;0,3203;0,1949;0,5086;0,7252;0,3061;0,7456;185;78;190
1507;7.5P;5;18;0,3052;0,1711;19,77;0,3526;0,1977;0,6051;0,3416;0,1944;0,5575;0,7549;0,2643;0,7789;192;67;199
1508;7.5P;5;20;0,3042;0,1606;19,77;0,3745;0,1977;0,6588;0,3627;0,1939;0,607;0,7825;0,2137;0,8108;200;54;207
1509;7.5P;5;22;0,3038;0,15;19,77;0,4004;0,1977;0,7199;0,3878;0,1934;0,6633;0,8145;0,1259;0,8452;208;32;216
1514;10P;5;2;0,3148;0,2986;19,77;0,2084;0,1977;0,256;0,2021;0,1975;0,2357;0,521;0,4665;0,5065;133;119;129
1515;10P;5;4;0,3198;0,2807;19,77;0,2252;0,1977;0,2814;0,2186;0,1972;0,2591;0,5621;0,4477;0,5329;143;114;136
1516;10P;5;6;0,3243;0,263;19,77;0,2438;0,1977;0,3102;0,2367;0,1969;0,2857;0,603;0,4259;0,5611;154;109;143
1517;10P;5;8;0,328;0,2464;19,77;0,2632;0,1977;0,3415;0,2557;0,1965;0,3145;0,6419;0,4016;0,5896;164;102;150
1518;10P;5;10;0,3308;0,2328;19,77;0,2809;0,1977;0,3706;0,273;0,1962;0,3413;0,6748;0,3776;0,6147;172;96;157
1519;10P;5;12;0,3335;0,2187;19,77;0,3015;0,1977;0,4048;0,2931;0,1959;0,3728;0,7103;0,3473;0,6425;181;89;164
1520;10P;5;14;0,336;0,2066;19,77;0,3215;0,1977;0,4377;0,3127;0,1955;0,4032;0,743;0,3142;0,6679;189;80;170
1521;10P;5;16;0,3382;0,1951;19,77;0,3427;0,1977;0,4729;0,3334;0,1951;0,4356;0,7755;0,2742;0,6938;198;70;177
1522;10P;5;18;0,3401;0,184;19,77;0,3654;0,1977;0,5113;0,3556;0,1947;0,471;0,8083;0,2219;0,7206;206;57;184
1523;10P;5;20;0,3422;0,1735;19,77;0,3899;0,1977;0,5519;0,3795;0,1943;0,5084;0,8421;0,1423;0,7476;215;36;191
1529;2.5RP;5;2;0,3199;0,3019;19,77;0,2095;0,1977;0,2477;0,2033;0,1975;0,228;0,5287;0,4648;0,4978;135;119;127
1530;2.5RP;5;4;0,3298;0,2869;19,77;0,2273;0,1977;0,2641;0,2208;0,1972;0,2432;0,5759;0,4444;0,516;147;113;132
1531;2.5RP;5;6;0,3396;0,2718;19,77;0,247;0,1977;0,2827;0,2403;0,197;0,2603;0,6231;0,4201;0,5354;159;107;137
1532;2.5RP;5;8;0,349;0,257;19,77;0,2685;0,1977;0,3031;0,2615;0,1967;0,2791;0,6695;0,3917;0,5559;171;100;142
1533;2.5RP;5;10;0,356;0,2452;19,77;0,287;0,1977;0,3215;0,2797;0,1964;0,2961;0,7063;0,365;0,5735;180;93;146
1534;2.5RP;5;12;0,3635;0,2325;19,77;0,3091;0,1977;0,3435;0,3015;0,1961;0,3164;0,747;0,3297;0,5936;190;84;151
1535;2.5RP;5;14;0,3703;0,2211;19,77;0,3311;0,1977;0,3654;0,3232;0,1958;0,3365;0,7849;0,2893;0,6128;200;74;156
1536;2.5RP;5;16;0,3763;0,2108;19,77;0,3529;0,1977;0,3872;0,3447;0,1955;0,3566;0,8202;0,2414;0,6313;209;62;161
1537;2.5RP;5;18;0,3821;0,2007;19,77;0,3764;0,1977;0,411;0,3678;0,1951;0,3785;0,856;0,1733;0,6505;218;44;166
1538;2.5RP;5;20;0,3873;0,1909;19,77;0,4011;0,1977;0,4368;0,3921;0,1948;0,4023;0,8915;0,0262;0,6707;227;7;171
1542;5RP;5;2;0,3256;0,3065;19,77;0,21;0,1977;0,2373;0,204;0,1975;0,2185;0,5355;0,4637;0,4867;137;118;124
1543;5RP;5;4;0,3421;0,2954;19,77;0,229;0,1977;0,2426;0,2228;0,1973;0,2233;0,5902;0,4411;0,4937;151;112;126
1544;5RP;5;6;0,3585;0,2842;19,77;0,2494;0,1977;0,2486;0,2431;0,1971;0,2288;0,6427;0,4151;0,5012;164;106;128
1545;5RP;5;8;0,3748;0,2729;19,77;0,2715;0,1977;0,2552;0,2651;0,1969;0,235;0,6939;0,3844;0,5095;177;98;130
1546;5RP;5;10;0,388;0,263;19,77;0,2917;0,1977;0,2623;0,2851;0,1967;0,2415;0,7362;0,3536;0,518;188;90;132
1547;5RP;5;12;0,4022;0,2523;19,77;0,3152;0,1977;0,2707;0,3085;0,1964;0,2493;0,7818;0,313;0,5277;199;80;135
1548;5RP;5;14;0,4142;0,2428;19,77;0,3373;0,1977;0,2793;0,3304;0,1961;0,2571;0,8216;0,2681;0,5373;210;68;137
1549;5RP;5;16;0,4261;0,2331;19,77;0,3614;0,1977;0,289;0,3544;0,1959;0,2661;0,8622;0,2063;0,5479;220;53;140
1550;5RP;5;18;0,4372;0,2242;19,77;0,3855;0,1977;0,2986;0,3783;0,1956;0,2749;0,9005;0,1105;0,5581;230;28;142
1554;7.5RP;5;2;0,3296;0,3098;19,77;0,2103;0,1977;0,2301;0,2044;0,1976;0,2118;0,54;0,463;0,4789;138;118;122
1555;7.5RP;5;4;0,3515;0,3024;19,77;0,2298;0,1977;0,2263;0,2238;0,1974;0,2083;0,5996;0,4392;0,4758;153;112;121
1556;7.5RP;5;6;0,3726;0,2941;19,77;0,2505;0,1977;0,2241;0,2445;0,1972;0,2062;0,6548;0,4122;0,4747;167;105;121
1557;7.5RP;5;8;0,3932;0,2852;19,77;0,2726;0,1977;0,2229;0,2666;0,197;0,2052;0,7074;0,3808;0,4749;180;97;121
1558;7.5RP;5;10;0,4108;0,2773;19,77;0,2929;0,1977;0,2224;0,2869;0,1968;0,2047;0,7515;0,3488;0,4756;192;89;121
1559;7.5RP;5;12;0,4303;0,2675;19,77;0,318;0,1977;0,2233;0,3119;0,1966;0,2056;0,8014;0,3037;0,4784;204;77;122
1560;7.5RP;5;14;0,4454;0,2596;19,77;0,3392;0,1977;0,2247;0,3331;0,1964;0,2068;0,8402;0,2583;0,4812;214;66;123
1561;7.5RP;5;16;0,4617;0,2506;19,77;0,3642;0,1977;0,227;0,358;0,1962;0,2089;0,8832;0,1888;0,4854;225;48;124
1562;7.5RP;5;18;0,4761;0,2421;19,77;0,3888;0,1977;0,2301;0,3825;0,1959;0,2118;0,9225;0,0674;0,4904;235;17;125
1565;10RP;6;2;0,3292;0,3141;30,05;0,3149;0,3005;0,3413;0,306;0,3004;0,3141;0,6447;0,5657;0,5729;164;144;146
1566;10RP;6;4;0,3508;0,3112;30,05;0,3387;0,3005;0,3264;0,3299;0,3002;0,3004;0,7069;0,5429;0,5608;180;138;143
1567;10RP;6;6;0,374;0,3074;30,05;0,3656;0,3005;0,3114;0,3569;0,3001;0,2867;0,7689;0,5157;0,5485;196;132;140
1568;10RP;6;8;0,393;0,3038;30,05;0,3887;0,3005;0,2999;0,3802;0,2999;0,276;0,8172;0,4908;0,5388;208;125;137
1569;10RP;6;10;0,415;0,2989;30,05;0,4172;0,3005;0,2876;0,4088;0,2997;0,2647;0,8714;0,4579;0,5285;222;117;135
1570;10RP;6;12;0,436;0,2936;30,05;0,4462;0,3005;0,2768;0,4379;0,2995;0,2547;0,922;0,421;0,5194;235;107;132
1571;10RP;6;14;0,4552;0,2881;30,05;0,4748;0,3005;0,2677;0,4665;0,2993;0,2464;0,968;0,3805;0,512;247;97;131
1572;10RP;6;16;0,4781;0,2812;30,05;0,5109;0,3005;0,2572;0,5027;0,299;0,2367;1;0,3201;0,5033;255;82;128
1573;10RP;6;18;0,4961;0,2751;30,05;0,5419;0,3005;0,2499;0,5337;0,2987;0,2299;1;0,2547;0,4976;255;65;127
1574;2.5R;6;2;0,3318;0,3166;30,05;0,3149;0,3005;0,3337;0,3061;0,3004;0,3072;0,6475;0,5655;0,5662;165;144;144
1575;2.5R;6;4;0,3566;0,3163;30,05;0,3388;0,3005;0,3108;0,3302;0,3003;0,286;0,7123;0,5423;0,5463;182;138;139
1576;2.5R;6;6;0,3832;0,3158;30,05;0,3646;0,3005;0,2864;0,3563;0,3002;0,2636;0,7746;0,5157;0,5243;198;132;134
1577;2.5R;6;8;0,4065;0,3144;30,05;0,3885;0,3005;0,2668;0,3804;0,3001;0,2455;0,8261;0,4895;0,5058;211;125;129
1578;2.5R;6;10;0,432;0,3118;30,05;0,4163;0,3005;0,2469;0,4084;0,2999;0,2272;0,8804;0,4569;0,4864;225;117;124
1579;2.5R;6;12;0,4568;0,3082;30,05;0,4454;0,3005;0,2291;0,4376;0,2997;0,2108;0,932;0,4195;0,4685;238;107;119
1580;2.5R;6;14;0,479;0,3041;30,05;0,4733;0,3005;0,2143;0,4657;0,2995;0,1971;0,9779;0,3793;0,4531;249;97;116
1581;2.5R;6;16;0,5041;0,2983;30,05;0,5078;0,3005;0,1991;0,5003;0,2993;0,183;1;0,3213;0,437;255;82;111
1582;2.5R;6;18;0,5262;0,2928;30,05;0,54;0,3005;0,1858;0,5327;0,2991;0,1708;1;0,2527;0,4225;255;64;108
1583;5R;6;2;0,3343;0,319;30,05;0,3149;0,3005;0,3266;0,3061;0,3005;0,3006;0,6502;0,5652;0,5597;166;144;143
1584;5R;6;4;0,3628;0,3221;30,05;0,3385;0,3005;0,294;0,3301;0,3004;0,2706;0,7173;0,5419;0,5302;183;138;135
1585;5R;6;6;0,3921;0,3244;30,05;0,3632;0,3005;0,2626;0,3552;0,3003;0,2416;0,779;0,5161;0,4999;199;132;127
1586;5R;6;8;0,4187;0,3251;30,05;0,387;0,3005;0,2368;0,3793;0,3002;0,2179;0,8317;0,4898;0,4733;212;125;121
1587;5R;6;10;0,448;0,325;30,05;0,4142;0,3005;0,2099;0,4068;0,3001;0,193;0,8863;0,4575;0,4436;226;117;113
1588;5R;6;12;0,476;0,3234;30,05;0,4423;0,3005;0,1864;0,4351;0,3;0,1714;0,9374;0,4212;0,4158;239;107;106
1589;5R;6;14;0,502;0,3212;30,05;0,4696;0,3005;0,1654;0,4627;0,2998;0,152;0,9834;0,3817;0,389;251;97;99
1590;5R;6;16;0,5297;0,3179;30,05;0,5007;0,3005;0,1441;0,4939;0,2996;0,1324;1;0,33;0,3596;255;84;92
1591;5R;6;18;0,5552;0,3138;30,05;0,5317;0,3005;0,1254;0,5251;0,2995;0,1152;1;0,2665;0,3317;255;68;85
1592;7.5R;6;2;0,3381;0,3228;30,05;0,3147;0,3005;0,3157;0,3061;0,3005;0,2906;0,6539;0,5649;0,5496;167;144;140
1593;7.5R;6;4;0,3692;0,3291;30,05;0,3371;0,3005;0,2755;0,329;0,3005;0,2535;0,7205;0,5425;0,5116;184;138;130
1594;7.5R;6;6;0,4;0,334;30,05;0,3599;0,3005;0,2393;0,3521;0,3005;0,2202;0,7794;0,5185;0,4743;199;132;121
1595;7.5R;6;8;0,4318;0,3383;30,05;0,3836;0,3005;0,2042;0,3762;0,3004;0,1878;0,8344;0,4921;0,4343;213;125;111
1596;7.5R;6;10;0,4655;0,3412;30,05;0,41;0,3005;0,1702;0,403;0,3004;0,1565;0,8893;0,4606;0,3909;227;117;100
1597;7.5R;6;12;0,4961;0,3428;30,05;0,4349;0,3005;0,1412;0,4283;0,3003;0,1297;0,9365;0,4284;0,3488;239;109;89
1598;7.5R;6;14;0,5265;0,3431;30,05;0,4611;0,3005;0,1142;0,4548;0,3002;0,1048;0,9823;0,3911;0,3034;250;100;77
1599;7.5R;6;16;0,556;0,342;30,05;0,4885;0,3005;0,0896;0,4825;0,3;0,0822;1;0,347;0,2541;255;88;65
1600;7.5R;6;18;0,5829;0,3396;30,05;0,5158;0,3005;0,0686;0,51;0,2999;0,0628;1;0,2954;0,2015;255;75;51
1601;10R;6;2;0,3417;0,3268;30,05;0,3142;0,3005;0,3048;0,3057;0,3006;0,2806;0,6567;0,565;0,5393;167;144;138
1602;10R;6;4;0,3768;0,3381;30,05;0,3349;0,3005;0,2534;0,327;0,3006;0,2332;0,723;0,5437;0,4882;184;139;124
1603;10R;6;6;0,4103;0,3473;30,05;0,355;0,3005;0,2097;0,3477;0,3007;0,1929;0,7787;0,5222;0,4391;199;133;112
1604;10R;6;8;0,4449;0,355;30,05;0,3766;0,3005;0,1694;0,3697;0,3007;0,1557;0,8313;0,498;0,3869;212;127;99
1605;10R;6;10;0,4812;0,3619;30,05;0,3996;0,3005;0,1303;0,3932;0,3006;0,1197;0,882;0,4708;0,3265;225;120;83
1606;10R;6;12;0,515;0,3667;30,05;0,422;0,3005;0,0969;0,416;0,3006;0,0889;0,9269;0,4423;0,2621;236;113;67
1607;10R;6;14;0,5468;0,3697;30,05;0,4445;0,3005;0,0679;0,4388;0,3005;0,0621;0,9681;0,4117;0,1856;247;105;47
1608;10R;6;16;0,5741;0,3713;30,05;0,4646;0,3005;0,0442;0,4592;0,3005;0,0403;1;0,3816;0,0775;255;97;20
1610;2.5YR;6;2;0,3453;0,3321;30,05;0,3124;0,3005;0,2919;0,3041;0,3007;0,2686;0,6572;0,5661;0,5267;168;144;134
1611;2.5YR;6;4;0,3806;0,3467;30,05;0,3299;0,3005;0,2364;0,3222;0,3008;0,2175;0,7176;0,5478;0,469;183;140;120
1612;2.5YR;6;6;0,418;0,36;30,05;0,3489;0,3005;0,1853;0,3419;0,3008;0,1704;0,7739;0,5272;0,4069;197;134;104
1613;2.5YR;6;8;0,4533;0,3708;30,05;0,3674;0,3005;0,1426;0,3609;0,3009;0,131;0,8219;0,5066;0,3444;210;129;88
1614;2.5YR;6;10;0,4891;0,3806;30,05;0,3862;0,3005;0,1029;0,3801;0,3009;0,0944;0,8662;0,4846;0,2707;221;124;69
1615;2.5YR;6;12;0,5215;0,3887;30,05;0,4032;0,3005;0,0694;0,3975;0,3009;0,0636;0,9033;0,4636;0,1826;230;118;47
1616;2.5YR;6;14;0,5488;0,3947;30,05;0,4178;0,3005;0,043;0,4125;0,3009;0,0392;0,9332;0,4447;0,0395;238;113;10
1619;5YR;6;2;0,3474;0,3373;30,05;0,3095;0,3005;0,2809;0,3013;0,3007;0,2585;0,654;0,5684;0,5155;167;145;131
1620;5YR;6;4;0,384;0,3564;30,05;0,3238;0,3005;0,2189;0,3164;0,3009;0,2013;0,7099;0,5528;0,448;181;141;114
1621;5YR;6;6;0,4229;0,375;30,05;0,3389;0,3005;0,1619;0,3322;0,3011;0,1489;0,7608;0,5361;0,3725;194;137;95
1622;5YR;6;8;0,4592;0,39;30,05;0,3538;0,3005;0,1162;0,3477;0,3011;0,1067;0,804;0,5194;0,2948;205;132;75
1623;5YR;6;10;0,4921;0,4022;30,05;0,3677;0,3005;0,079;0,362;0,3012;0,0724;0,84;0,5034;0,2067;214;128;53
1624;5YR;6;12;0,5199;0,4119;30,05;0,3793;0,3005;0,0498;0,374;0,3012;0,0454;0,8683;0,4897;0,0817;221;125;21
1628;7.5YR;6;2;0,3487;0,3421;30,05;0,3063;0,3005;0,2716;0,2983;0,3008;0,2499;0,6496;0,5709;0,5058;166;146;129
1629;7.5YR;6;4;0,386;0,3652;30,05;0,3176;0,3005;0,2047;0,3104;0,301;0,1883;0,7009;0,558;0,43;179;142;110
1630;7.5YR;6;6;0,4242;0,3876;30,05;0,3289;0,3005;0,1459;0,3224;0,3012;0,1341;0,7451;0,5451;0,3462;190;139;88
1631;7.5YR;6;8;0,4596;0,4064;30,05;0,3398;0,3005;0,0991;0,3339;0,3014;0,0909;0,7819;0,5326;0,2558;199;136;65
1632;7.5YR;6;10;0,4904;0,422;30,05;0,3492;0,3005;0,0624;0,3438;0,3014;0,0571;0,8107;0,5218;0,1428;207;133;36
1636;10YR;6;2;0,3491;0,3483;30,05;0,3012;0,3005;0,2611;0,2933;0,3009;0,2402;0,6407;0,5751;0,4944;163;147;126
1637;10YR;6;4;0,3861;0,3767;30,05;0,308;0,3005;0,1892;0,301;0,3012;0,174;0,6841;0,5662;0,409;174;144;104
1638;10YR;6;6;0,424;0,403;30,05;0,3162;0,3005;0,129;0,3099;0,3014;0,1185;0,7233;0,5564;0,3152;184;142;80
1639;10YR;6;8;0,457;0,4249;30,05;0,3232;0,3005;0,0835;0,3175;0,3016;0,0766;0,753;0,548;0,2124;192;140;54
1640;10YR;6;10;0,4843;0,4416;30,05;0,3296;0,3005;0,0504;0,3243;0,3017;0,0461;0,7762;0,5406;0,063;198;138;16
1643;2.5Y;6;2;0,348;0,354;30,05;0,2954;0,3005;0,253;0,2876;0,301;0,2328;0,6289;0,5799;0,4852;160;148;124
1644;2.5Y;6;4;0,384;0,3867;30,05;0,2984;0,3005;0,1782;0,2916;0,3013;0,1638;0,6651;0,5745;0,3929;170;146;100
1645;2.5Y;6;6;0,4203;0,4176;30,05;0,3024;0,3005;0,1166;0,2964;0,3016;0,1071;0,6968;0,5685;0,2896;178;145;74
1646;2.5Y;6;8;0,4517;0,4421;30,05;0,307;0,3005;0,0722;0,3015;0,3018;0,0661;0,7222;0,5626;0,1723;184;143;44
1650;5Y;6;2;0,3457;0,358;30,05;0,2902;0,3005;0,2487;0,2825;0,3011;0,2288;0,6167;0,5843;0,4802;157;149;122
1651;5Y;6;4;0,3794;0,3955;30,05;0,2883;0,3005;0,171;0,2815;0,3015;0,1572;0,6426;0,5831;0,3817;164;149;97
1652;5Y;6;6;0,414;0,4305;30,05;0,289;0,3005;0,1085;0,2831;0,3018;0,0996;0,668;0,5802;0,2706;170;148;69
1653;5Y;6;8;0,4426;0,4588;30,05;0,2899;0,3005;0,0646;0,2845;0,302;0,0591;0,686;0,5778;0,1369;175;147;35
1657;7.5Y;6;2;0,3431;0,3601;30,05;0,2863;0,3005;0,2477;0,2786;0,3011;0,2279;0,6067;0,5876;0,4788;155;150;122
1658;7.5Y;6;4;0,3745;0,4004;30,05;0,2811;0,3005;0,1689;0,2744;0,3016;0,1553;0,6247;0,5893;0,3779;159;150;96
1659;7.5Y;6;6;0,406;0,44;30,05;0,2773;0,3005;0,1052;0,2714;0,3019;0,0965;0,6401;0,5903;0,2614;163;151;67
1660;7.5Y;6;8;0,4321;0,4719;30,05;0,2752;0,3005;0,0611;0,2699;0,3021;0,0559;0,6516;0,5905;0,1151;166;151;29
1664;10Y;6;2;0,3398;0,3611;30,05;0,2828;0,3005;0,2489;0,2751;0,3011;0,229;0,5963;0,5907;0,48;152;151;122
1665;10Y;6;4;0,3679;0,4033;30,05;0,2741;0,3005;0,1705;0,2674;0,3016;0,1567;0,6054;0,5953;0,3796;154;152;97
1666;10Y;6;6;0,396;0,4452;30,05;0,2673;0,3005;0,1072;0,2614;0,302;0,0984;0,613;0,5989;0,2647;156;153;67
1667;10Y;6;8;0,4201;0,4812;30,05;0,2623;0,3005;0,0616;0,2571;0,3023;0,0564;0,6183;0,6014;0,1137;158;153;29
1671;2.5GY;6;2;0,3342;0,3607;30,05;0,2784;0,3005;0,2542;0,2707;0,3012;0,2339;0,5816;0,5947;0,4855;148;152;124
1672;2.5GY;6;4;0,3572;0,4038;30,05;0,2658;0,3005;0,1779;0,2591;0,3016;0,1635;0,5787;0,6026;0,3897;148;154;99
1673;2.5GY;6;6;0,3799;0,447;30,05;0,2554;0,3005;0,1164;0,2494;0,302;0,1069;0,5755;0,6091;0,2833;147;155;72
1674;2.5GY;6;8;0,4006;0,4885;30,05;0,2464;0,3005;0,0682;0,2411;0,3024;0,0625;0,5707;0,6149;0,1418;146;157;36
1678;5GY;6;2;0,3288;0,3592;30,05;0,2751;0,3005;0,261;0,2672;0,3011;0,2402;0,5687;0,5978;0,4927;145;152;126
1679;5GY;6;4;0,3461;0,4008;30,05;0,2595;0,3005;0,1898;0,2526;0,3016;0,1745;0,5543;0,6083;0,4058;141;155;103
1680;5GY;6;6;0,3622;0,4438;30,05;0,2452;0,3005;0,1314;0,2391;0,3021;0,1207;0,5375;0,618;0,3119;137;158;80
1681;5GY;6;8;0,3772;0,488;30,05;0,2323;0,3005;0,083;0,2268;0,3024;0,0761;0,519;0,6268;0,1944;132;160;50
1685;7.5GY;6;2;0,3193;0,355;30,05;0,2703;0,3005;0,2757;0,2622;0,3011;0,2537;0,5473;0,6023;0,5078;140;154;129
1686;7.5GY;6;4;0,3275;0,3922;30,05;0,2509;0,3005;0,2148;0,2437;0,3016;0,1976;0,5144;0,6162;0,4377;131;157;112
1687;7.5GY;6;6;0,3351;0,4321;30,05;0,233;0,3005;0,1619;0,2265;0,302;0,1488;0,4796;0,6288;0,3629;122;160;93
1688;7.5GY;6;8;0,3418;0,4768;30,05;0,2154;0,3005;0,1143;0,2096;0,3024;0,105;0,439;0,6411;0,2738;112;163;70
1689;7.5GY;6;10;0,3463;0,5196;30,05;0,2003;0,3005;0,0776;0,1949;0,3028;0,0711;0,397;0,6515;0,1689;101;166;43
1693;10GY;6;2;0,3112;0,3496;30,05;0,2675;0,3005;0,2916;0,2593;0,3011;0,2683;0,5307;0,6052;0,5237;135;154;134
1694;10GY;6;4;0,3124;0,3822;30,05;0,2456;0,3005;0,2401;0,2381;0,3015;0,2209;0,4822;0,6214;0,4676;123;158;119
1695;10GY;6;6;0,3128;0,4175;30,05;0,2251;0,3005;0,1941;0,2182;0,3019;0,1785;0,4289;0,6361;0,409;109;162;104
1696;10GY;6;8;0,3116;0,4563;30,05;0,2052;0,3005;0,1529;0,1989;0,3023;0,1405;0,365;0,6501;0,3456;93;166;88
1697;10GY;6;10;0,3086;0,4949;30,05;0,1874;0,3005;0,1193;0,1815;0,3027;0,1096;0,2898;0,6625;0,281;74;169;72
1698;10GY;6;12;0,3037;0,5358;30,05;0,1703;0,3005;0,09;0,1649;0,303;0,0826;0,1806;0,6741;0,2049;46;172;52
1703;2.5G;6;2;0,3039;0,3437;30,05;0,2657;0,3005;0,3081;0,2573;0,301;0,2836;0,5164;0,6073;0,5397;132;155;138
1704;2.5G;6;4;0,2967;0,3695;30,05;0,2413;0,3005;0,2715;0,2334;0,3014;0,2498;0,4472;0,6259;0,5016;114;160;128
1705;2.5G;6;6;0,2892;0,3963;30,05;0,2193;0,3005;0,2385;0,2118;0,3018;0,2194;0,3706;0,6421;0,4639;95;164;118
1706;2.5G;6;8;0,2799;0,4239;30,05;0,1984;0,3005;0,21;0,1914;0,3021;0,1931;0,2704;0,6571;0,4278;69;168;109
1707;2.5G;6;10;0,269;0,453;30,05;0,1784;0,3005;0,1844;0,1718;0,3024;0,1696;0,0796;0,6711;0,3917;20;171;100
1717;5G;6;2;0,2988;0,3382;30,05;0,2655;0,3005;0,3225;0,2569;0,3009;0,2969;0,5083;0,608;0,5533;130;155;141
1718;5G;6;4;0,2868;0,3595;30,05;0,2397;0,3005;0,2957;0,2315;0,3013;0,2721;0,4254;0,628;0,5261;108;160;134
1719;5G;6;6;0,2748;0,3795;30,05;0,2176;0,3005;0,2737;0,2097;0,3016;0,2519;0,3323;0,6446;0,5026;85;164;128
1720;5G;6;8;0,2612;0,399;30,05;0,1967;0,3005;0,2559;0,1891;0,3019;0,2355;0,1939;0,6598;0,4821;49;168;123
1731;7.5G;6;2;0,2958;0,3344;30,05;0,2658;0,3005;0,3323;0,2571;0,3009;0,3059;0,5043;0,608;0,5623;129;155;143
1732;7.5G;6;4;0,2807;0,3522;30,05;0,2395;0,3005;0,3132;0,231;0,3012;0,2883;0,4127;0,6287;0,5431;105;160;138
1733;7.5G;6;6;0,2662;0,3672;30,05;0,2178;0,3005;0,3;0,2096;0,3015;0,2761;0,3096;0,6452;0,5292;79;165;135
1734;7.5G;6;8;0,251;0,3829;30,05;0,197;0,3005;0,2873;0,1889;0,3017;0,2644;0,1362;0,6606;0,5153;35;168;131
1745;10G;6;2;0,2929;0,3303;30,05;0,2665;0,3005;0,3428;0,2576;0,3008;0,3156;0,501;0,6079;0,5717;128;155;146
1746;10G;6;4;0,2749;0,3443;30,05;0,2399;0,3005;0,3324;0,2312;0,3011;0,3059;0,4014;0,629;0,5609;102;160;143
1747;10G;6;6;0,2591;0,3558;30,05;0,2188;0,3005;0,3252;0,2103;0,3014;0,2994;0,291;0,6453;0,5533;74;165;141
1748;10G;6;8;0,242;0,3679;30,05;0,1977;0,3005;0,3186;0,1892;0,3016;0,2933;0,0431;0,6611;0,5459;11;169;139
1758;2.5BG;6;2;0,2902;0,3268;30,05;0,2668;0,3005;0,3522;0,2578;0,3008;0,3242;0,4973;0,6079;0,58;127;155;148
1759;2.5BG;6;4;0,2702;0,3369;30,05;0,241;0,3005;0,3504;0,2321;0,301;0,3226;0,3936;0,6288;0,5771;100;160;147
1760;2.5BG;6;6;0,2526;0,3448;30,05;0,2201;0,3005;0,3509;0,2112;0,3012;0,323;0,2728;0,6451;0,5764;70;165;147
1769;5BG;6;2;0,2872;0,3219;30,05;0,2681;0,3005;0,3649;0,2589;0,3007;0,3359;0,4949;0,6073;0,591;126;155;151
1770;5BG;6;4;0,2648;0,3262;30,05;0,2439;0,3005;0,3768;0,2347;0,3009;0,3469;0,3885;0,6273;0,5998;99;160;153
1771;5BG;6;6;0,2441;0,329;30,05;0,223;0,3005;0,3899;0,2135;0,301;0,359;0,2486;0,6442;0,6097;63;164;155
1779;7.5BG;6;2;0,2849;0,3172;30,05;0,2699;0,3005;0,377;0,2606;0,3006;0,347;0,4948;0,6062;0,6013;126;155;153
1780;7.5BG;6;4;0,2604;0,3169;30,05;0,2469;0,3005;0,4008;0,2373;0,3007;0,3691;0,3853;0,6258;0,6196;98;160;158
1781;7.5BG;6;6;0,2384;0,3155;30,05;0,2271;0,3005;0,4249;0,2172;0,3008;0,3912;0,2386;0,6422;0,6376;61;164;163
1788;10BG;6;2;0,2837;0,3132;30,05;0,2722;0,3005;0,3868;0,2627;0,3006;0,3561;0,4976;0,6046;0,6095;127;154;155
1789;10BG;6;4;0,2578;0,3078;30,05;0,2517;0,3005;0,4241;0,2418;0,3006;0,3905;0,3912;0,6227;0,6382;100;159;163
1790;10BG;6;6;0,2335;0,3015;30,05;0,2327;0,3005;0,4635;0,2224;0,3005;0,4268;0,2369;0,639;0,6668;60;163;170
1797;2.5B;6;2;0,2835;0,3097;30,05;0,2751;0,3005;0,3947;0,2655;0,3005;0,3634;0,5035;0,6025;0,6161;128;154;157
1798;2.5B;6;4;0,2571;0,3008;30,05;0,2568;0,3005;0,4417;0,2467;0,3004;0,4067;0,4029;0,6192;0,6517;103;158;166
1799;2.5B;6;6;0,2312;0,2899;30,05;0,2397;0,3005;0,4964;0,2288;0,3003;0,4572;0,2528;0,6347;0,6906;64;162;176
1805;5B;6;2;0,2842;0,3063;30,05;0,2788;0,3005;0,4017;0,2692;0,3004;0,3699;0,5127;0,5996;0,6219;131;153;159
1806;5B;6;4;0,2579;0,2938;30,05;0,2638;0,3005;0,4585;0,2534;0,3003;0,4222;0,4224;0,6141;0,6646;108;157;169
1807;5B;6;6;0,232;0,2789;30,05;0,25;0,3005;0,527;0,2387;0,3001;0,4853;0,2943;0,6276;0,7119;75;160;182
1813;7.5B;6;2;0,2854;0,3037;30,05;0,2824;0,3005;0,4066;0,2727;0,3004;0,3743;0,5222;0,5967;0,6259;133;152;160
1814;7.5B;6;4;0,2602;0,2881;30,05;0,2714;0,3005;0,4711;0,2609;0,3001;0,4339;0,4463;0,6082;0,674;114;155;172
1815;7.5B;6;6;0,2352;0,2708;30,05;0,261;0,3005;0,5482;0,2495;0,2999;0,5049;0,342;0,6194;0,7263;87;158;185
1816;7.5B;6;8;0,2132;0,2537;30,05;0,2525;0,3005;0,6314;0,24;0,2995;0,5816;0,18;0,629;0,7779;46;160;198
1821;10B;6;2;0,2871;0,3012;30,05;0,2864;0,3005;0,4107;0,2766;0,3003;0,3782;0,5334;0,5934;0,6294;136;151;160
1822;10B;6;4;0,2637;0,284;30,05;0,279;0,3005;0,4786;0,2684;0,3;0,4407;0,4716;0,6021;0,6797;120;154;173
